svk_source	term_id	term	meeting	date	time	type	mp_id	moderator	fullname	firstname	lastname	title	party	party_short	dob	gender	nationality	residence	district	email	personal_web	mp_web	difterm	transcript_link	speech	lem	agenda
SK_term_4.tsv-line63	63	4	1	20060704			61	0	Jarjabek, Dušan	Dušan	Jarjabek	doc. Mgr. art.	SMER – sociálna demokracia	SMER-SD	19530304	0	slovenská	Bratislava	Bratislavský	dusan.jarjabek@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=61&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line64	64	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Vladimír Jánoš.	vladimír jánoš.	-
SK_term_4.tsv-line65	65	4	1	20060704			663	0	Jánoš, Vladimír	Vladimír	Jánoš	PaedDr.	SMER – sociálna demokracia	SMER-SD	19681004	0	slovenská	Prievidza	Trenčiansky	vladimir_janos@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=663&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line66	66	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Katarína Cibulková.	katarína cibulková.	-
SK_term_4.tsv-line67	67	4	1	20060704			647	0	Cibulková, Katarína	Katarína	Cibulková	JUDr.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19620114	1	slovenská	Piešťany	Trnavský	katarina_cibulkova@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=647&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line68	68	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Ferdinand Devínsky.	ferdinand devínsky.	-
SK_term_4.tsv-line69	69	4	1	20060704			250	0	Devínsky, Ferdinand	Ferdinand	Devínsky	Dr. h. c. prof. Ing., DrSc.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19470817	0	slovenská	Bratislava	Bratislavský	ferdinand_devinsky@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=250&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line70	70	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Pavol Frešo.	pavol frešo.	-
SK_term_4.tsv-line71	71	4	1	20060704			654	0	Frešo, Pavol	Pavol	Frešo	Ing. Bc.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19690421	0	slovenská	Bratislava	Bratislavský	pavol_freso@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=654&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line72	72	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Tomáš Galbavý.	tomáš galbavý.	-
SK_term_4.tsv-line73	73	4	1	20060704			44	0	Galbavý, Tomáš	Tomáš	Galbavý	Mgr.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19580428	0	slovenská	Nitra	Nitriansky	tomas_galbavy@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=44&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line74	74	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Milada Belásová.	milada belásová.	-
SK_term_4.tsv-line75	75	4	1	20060704			645	0	Belásová, Milada	Milada	Belásová	Bc.	Slovenská národná strana	SNS	19610612	1	slovenská	Považská Bystrica	Trenčiansky	milada_belasova@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=645&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line76	76	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Anna Belousovová.	anna belousovová.	-
SK_term_4.tsv-line77	77	4	1	20060704			86	0	Belousovová, Anna	Anna	Belousovová	RNDr.	Slovenská národná strana	SNS	19590808	1	slovenská	Čadca	Žilinský	anna_belousovova@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=86&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line78	78	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Marta Damborská.	marta damborská.	-
SK_term_4.tsv-line79	79	4	1	20060704			649	0	Damborská, Marta	Marta	Damborská	NA	Slovenská národná strana	SNS	19520225	1	slovenská	Zlaté Moravce	Nitriansky	marta_damborska@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=649&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line80	80	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Peter Dubravay.	peter dubravay.	-
SK_term_4.tsv-line81	81	4	1	20060704			650	0	Dubravay, Peter	Peter	Dubravay	PhDr.	Slovenská národná strana	SNS	19441201	0	slovenská	Kysucké Nové Mesto	Žilinský	peter_dubravay@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=650&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line82	82	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Jozef Ďuračka.	jozef ďuračka.	-
SK_term_4.tsv-line83	83	4	1	20060704			651	0	Ďuračka, Jozef	Jozef	Ďuračka	Ing.	Slovenská národná strana	SNS	19551111	0	slovenská	Trnava	Trnavský	jozef_duracka@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=651&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line84	84	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Sergej Chelemendik.	sergej chelemendik.	-
SK_term_4.tsv-line85	85	4	1	20060704			662	0	Chelemendik, Sergej	Sergej	Chelemendik	NA	Slovenská národná strana	SNS	19570809	0	ruská	Bratislava	Bratislavský	sergej_chelemendik@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=662&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line86	86	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Anton Korba.	anton korba.	-
SK_term_4.tsv-line87	87	4	1	20060704			666	0	Korba, Anton	Anton	Korba	Ing.	Slovenská národná strana	SNS	19550905	0	slovenská	Pavlovce	Prešovský	anton_korba@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=666&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line88	88	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Robert Kaliňák.	robert kaliňák.	-
SK_term_4.tsv-line89	89	4	1	20060704			271	0	Kaliňák, Robert	Robert	Kaliňák	JUDr.	SMER – sociálna demokracia	SMER-SD	19710511	0	slovenská	Bratislava	Bratislavský	robert_kalinak@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=271&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line90	90	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Peter Kažimír.	peter kažimír.	-
SK_term_4.tsv-line91	91	4	1	20060704			665	0	Kažimír, Peter	Peter	Kažimír	Ing.	SMER – sociálna demokracia	SMER-SD	19680628	0	slovenská	Bratislava	Bratislavský	peter_kazimir@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=665&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line92	92	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Maroš Kondrót.	maroš kondrót.	-
SK_term_4.tsv-line93	93	4	1	20060704			275	0	Kondrót, Maroš	Maroš	Kondrót	Ing.	SMER – sociálna demokracia	SMER-SD	19601106	0	slovenská	Bratislava	Bratislavský	maros.kondrot@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=275&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line94	94	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Stanislav Kubánek.	stanislav kubánek.	-
SK_term_4.tsv-line95	95	4	1	20060704			668	0	Kubánek, Stanislav	Stanislav	Kubánek	Ing.	SMER – sociálna demokracia	SMER-SD	19510913	0	slovenská	Prešov	Prešovský	stanislav.kubanek@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=668&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line96	96	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Ján Kvorka.	ján kvorka.	-
SK_term_4.tsv-line97	97	4	1	20060704			671	0	Kvorka, Ján	Ján	Kvorka	NA	SMER – sociálna demokracia	SMER-SD	19550128	0	slovenská	Blatnica	Žilinský	jan_kvorka@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=671&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line98	98	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Jana Laššáková.	jana laššáková.	-
SK_term_4.tsv-line99	99	4	1	20060704			278	0	Laššáková, Jana	Jana	Laššáková	JUDr.	SMER – sociálna demokracia	SMER-SD	19520522	1	slovenská	Vlkanová	Banskobystrický	jana_lassakova@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=278&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line100	100	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Róbert Madej.	róbert madej.	-
SK_term_4.tsv-line101	101	4	1	20060704			310	0	Madej, Róbert	Róbert	Madej	JUDr., PhD.	SMER – sociálna demokracia	SMER-SD	19810103	0	slovenská	Bratislava	Bratislavský	robert_madej@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=310&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line102	102	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Marek Maďarič.	marek maďarič.	-
SK_term_4.tsv-line103	103	4	1	20060704			672	0	Maďarič, Marek	Marek	Maďarič	Mgr.	SMER – sociálna demokracia	SMER-SD	19660323	0	slovenská	Ivánka pri Dunaji	Bratislavský	marek_madaric@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=672&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line104	104	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Mojmír Mamojka.	mojmír mamojka.	-
SK_term_4.tsv-line105	105	4	1	20060704			673	0	Mamojka, Mojmír	Mojmír	Mamojka	Dr. h. c. mult. prof. JUDr., CSc.	SMER – sociálna demokracia	SMER-SD	19500729	0	slovenská	Veľký Biel	Bratislavský	mojmir_mamojka@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=673&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line106	106	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Milan Hort.	milan hort.	-
SK_term_4.tsv-line107	107	4	1	20060704			54	0	Hort, Milan	Milan	Hort	Ing.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19530206	0	slovenská	Nová Dubnica	Trenčiansky	milan_hort@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=54&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line108	108	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Zoltán Horváth.	zoltán horváth.	-
SK_term_4.tsv-line109	109	4	1	20060704			264	0	Horváth, Zoltán	Zoltán	Horváth	PhDr.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19681108	0	slovenská	Galanta	Trnavský	zoltan_horvath@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=264&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line110	110	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Jaroslav Ivančo.	jaroslav ivančo.	-
SK_term_4.tsv-line111	111	4	1	20060704			636	0	Ivančo, Jaroslav	Jaroslav	Ivančo	Mgr.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19710531	0	slovenská	Svidník	Prešovský	jaroslav_ivanco@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=636&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line112	112	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Stanislav Janiš.	stanislav janiš.	-
SK_term_4.tsv-line113	113	4	1	20060704			269	0	Janiš, Stanislav	Stanislav	Janiš	Ing.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19581009	0	slovenská	Martin	Žilinský	stanislav_janis@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=269&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line114	114	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Pavol Kubovič.	pavol kubovič.	-
SK_term_4.tsv-line115	115	4	1	20060704			277	0	Kubovič, Pavol	Pavol	Kubovič	Ing.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19600131	0	slovenská	Bratislava	Bratislavský	pavol_kubovic@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=277&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line116	116	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Martin Kuruc.	martin kuruc.	-
SK_term_4.tsv-line117	117	4	1	20060704			669	0	Kuruc, Martin	Martin	Kuruc	Ing.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19740606	0	slovenská	Bratislava	Bratislavský	martin_kuruc@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=669&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line118	118	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Štefan Kužma.	štefan kužma.	-
SK_term_4.tsv-line119	119	4	1	20060704			670	0	Kužma, Štefan	Štefan	Kužma	Ing.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19580414	0	slovenská	Prešov	Prešovský	stefan_kuzma@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=670&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line120	120	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Juraj Liška.	juraj li ška.	-
SK_term_4.tsv-line121	121	4	1	20060704			281	0	Liška, Juraj	Juraj	Liška	Ing.	Slovenská demokratická a kresťanská únia – Demokratická strana	SDKU-DS	19641129	0	slovenská	Trenčín	Trenčiansky	juraj_liska@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=281&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
SK_term_4.tsv-line122	122	4	1	20060704			294	1	Veteška, Viliam	Viliam	Veteška	JUDr.	Ľudová strana – Hnutie za demokratické Slovensko	LS-HZDS	19530816	0	slovenská	Púchov	Trenčiansky	viliam_veteska@nrsr.sk	www.viliamveteska.sk	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=294&CisObdobia=4	0	docx	Miroslav Kotian.	miroslav kotian.	-
SK_term_4.tsv-line123	123	4	1	20060704			72	0	Kotian, Miroslav	Miroslav	Kotian	NA	Slovenská národná strana	SNS	19520301	0	slovenská	Bojnice	Trenčiansky	miroslav_kotian@nrsr.sk	NA	https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=72&CisObdobia=4	0	docx	Sľubujem. (Potlesk.)	sľubovať.  (potlesk.)	-
